dist_code,month,sector,investment in cr,number_of_employees,Mmm,quarter,fiscal_year,district
14_1,2019-04-01,Engineering,2.32,15,Apr,Q1,2019,Mahabubnagar
19_1,2019-04-01,Engineering,0.625,13,Apr,Q1,2019,Adilabad
20_3,2019-04-01,Wood and Leather,0.2,8,Apr,Q1,2019,Rajanna Sircilla
20_3,2019-04-01,Textiles,0.2675,27,Apr,Q1,2019,Rajanna Sircilla
21_5,2019-04-01,Electrical and Electronic Products,0.12,5,Apr,Q1,2019,Mahabubabad
20_3,2019-04-01,Plastic and Rubber,0.15,4,Apr,Q1,2019,Rajanna Sircilla
20_3,2019-04-01,Paper and Printing,0.2,10,Apr,Q1,2019,Rajanna Sircilla
19_2,2019-04-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.03,3,Apr,Q1,2019,Nirmal
19_2,2019-04-01,Engineering,0.03,0,Apr,Q1,2019,Nirmal
20_3,2019-04-01,Food Processing,2.02,12,Apr,Q1,2019,Rajanna Sircilla
20_3,2019-04-01,Engineering,0.155,6,Apr,Q1,2019,Rajanna Sircilla
20_3,2019-04-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.62,28,Apr,Q1,2019,Rajanna Sircilla
23_1,2019-04-01,Plastic and Rubber,1.2916,19,Apr,Q1,2019,Nalgonda
23_1,2019-04-01,Pharmaceuticals and Chemicals,3.0,20,Apr,Q1,2019,Nalgonda
23_1,2019-04-01,Granite and Stone Crushing,0.82,30,Apr,Q1,2019,Nalgonda
23_1,2019-04-01,Food Processing,1.25,20,Apr,Q1,2019,Nalgonda
23_1,2019-04-01,Agro based incl Cold Storages,0.2,10,Apr,Q1,2019,Nalgonda
20_3,2019-04-01,Agro based incl Cold Storages,0.56,24,Apr,Q1,2019,Rajanna Sircilla
15_3,2019-04-01,Agro based incl Cold Storages,0.1952,5,Apr,Q1,2019,Vikarabad
15_3,2019-04-01,Food Processing,0.056,5,Apr,Q1,2019,Vikarabad
19_1,2019-04-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",19.3702,99,Apr,Q1,2019,Adilabad
14_3,2019-04-01,Food Processing,0.2346,10,Apr,Q1,2019,Nagarkurnool
23_2,2019-04-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.95,25,Apr,Q1,2019,Suryapet
23_2,2019-04-01,Granite and Stone Crushing,6.0758,60,Apr,Q1,2019,Suryapet
23_3,2019-04-01,Food Processing,6.1433,50,Apr,Q1,2019,Yadadri Bhuvanagiri
23_3,2019-04-01,Engineering,2.7,20,Apr,Q1,2019,Yadadri Bhuvanagiri
20_4,2019-04-01,Engineering,0.08,3,Apr,Q1,2019,Peddapalli
20_4,2019-04-01,Agro based incl Cold Storages,1.014,8,Apr,Q1,2019,Peddapalli
15_2,2019-04-01,Wood and Leather,1.5304,7,Apr,Q1,2019,Medchal_Malkajgiri
15_2,2019-04-01,"Real Estate,Industrial Parks and IT Buildings",531.0,70,Apr,Q1,2019,Medchal_Malkajgiri
15_2,2019-04-01,R&D,93.0,50,Apr,Q1,2019,Medchal_Malkajgiri
15_2,2019-04-01,Plastic and Rubber,5.5373,75,Apr,Q1,2019,Medchal_Malkajgiri
15_2,2019-04-01,Pharmaceuticals and Chemicals,9.05,503,Apr,Q1,2019,Medchal_Malkajgiri
15_3,2019-04-01,Plastic and Rubber,0.105,6,Apr,Q1,2019,Vikarabad
15_2,2019-04-01,Paper and Printing,6.1237,462,Apr,Q1,2019,Medchal_Malkajgiri
15_2,2019-04-01,Food Processing,0.4225,265,Apr,Q1,2019,Medchal_Malkajgiri
15_2,2019-04-01,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.05,5,Apr,Q1,2019,Medchal_Malkajgiri
15_2,2019-04-01,Engineering,36.6737,1159,Apr,Q1,2019,Medchal_Malkajgiri
15_2,2019-04-01,Electrical and Electronic Products,14.95,39,Apr,Q1,2019,Medchal_Malkajgiri
15_2,2019-04-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.64,4,Apr,Q1,2019,Medchal_Malkajgiri
21_3,2019-04-01,Engineering,0.05,3,Apr,Q1,2019,Jangoan
18_2,2019-04-01,Food Processing,8.9646,73,Apr,Q1,2019,Kamareddy
14_2,2019-04-01,Agro based incl Cold Storages,1.6982,9,Apr,Q1,2019,Jogulamba Gadwal
23_2,2019-04-01,Textiles,0.8,6,Apr,Q1,2019,Suryapet
15_2,2019-04-01,Granite and Stone Crushing,0.0,5,Apr,Q1,2019,Medchal_Malkajgiri
23_3,2019-04-01,Pharmaceuticals and Chemicals,0.0,75,Apr,Q1,2019,Yadadri Bhuvanagiri
15_3,2019-04-01,Wood and Leather,0.145,4,Apr,Q1,2019,Vikarabad
19_3,2019-04-01,Beverages,0.06,3,Apr,Q1,2019,Mancherial
15_1,2019-04-01,Plastic and Rubber,3.59,32,Apr,Q1,2019,Rangareddy
15_1,2019-04-01,"Real Estate,Industrial Parks and IT Buildings",291.7016,14048,Apr,Q1,2019,Rangareddy
19_4,2019-04-01,Agro based incl Cold Storages,0.05,5,Apr,Q1,2019,Kumurambheem Asifabad
19_4,2019-04-01,Food Processing,1.2124,23,Apr,Q1,2019,Kumurambheem Asifabad
22_1,2019-04-01,Agro based incl Cold Storages,0.57,17,Apr,Q1,2019,Khammam
22_1,2019-04-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",3.0,25,Apr,Q1,2019,Khammam
22_1,2019-04-01,Food Processing,0.2,4,Apr,Q1,2019,Khammam
22_1,2019-04-01,Granite and Stone Crushing,4.46,32,Apr,Q1,2019,Khammam
22_1,2019-04-01,Paper and Printing,0.4,12,Apr,Q1,2019,Khammam
20_1,2019-04-01,Agro based incl Cold Storages,1.475,53,Apr,Q1,2019,Karimnagar
20_1,2019-04-01,Beverages,0.17,4,Apr,Q1,2019,Karimnagar
20_1,2019-04-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.24,26,Apr,Q1,2019,Karimnagar
20_1,2019-04-01,Engineering,0.07,4,Apr,Q1,2019,Karimnagar
20_1,2019-04-01,Food Processing,0.6645,20,Apr,Q1,2019,Karimnagar
20_1,2019-04-01,Granite and Stone Crushing,4.7,45,Apr,Q1,2019,Karimnagar
20_1,2019-04-01,Textiles,0.3,6,Apr,Q1,2019,Karimnagar
17_1,2019-04-01,Agro based incl Cold Storages,59.5,800,Apr,Q1,2019,Medak
17_1,2019-04-01,Engineering,1.369,10,Apr,Q1,2019,Medak
17_1,2019-04-01,Solar and Other Renewable Energy,318.25,20,Apr,Q1,2019,Medak
15_1,2019-04-01,Pharmaceuticals and Chemicals,0.9975,7,Apr,Q1,2019,Rangareddy
15_1,2019-04-01,Granite and Stone Crushing,2.53,20,Apr,Q1,2019,Rangareddy
15_1,2019-04-01,Food Processing,0.5456,489,Apr,Q1,2019,Rangareddy
15_1,2019-04-01,Engineering,13.4535,149,Apr,Q1,2019,Rangareddy
19_3,2019-04-01,Food Processing,0.05,2,Apr,Q1,2019,Mancherial
17_2,2019-04-01,Wood and Leather,0.0,12,Apr,Q1,2019,Sangareddy
17_2,2019-04-01,Solar and Other Renewable Energy,27.5,75,Apr,Q1,2019,Sangareddy
17_2,2019-04-01,Plastic and Rubber,33.6,0,Apr,Q1,2019,Sangareddy
17_2,2019-04-01,Pharmaceuticals and Chemicals,9.3749,174,Apr,Q1,2019,Sangareddy
17_2,2019-04-01,Granite and Stone Crushing,4.35,41,Apr,Q1,2019,Sangareddy
17_2,2019-04-01,Food Processing,18.0,250,Apr,Q1,2019,Sangareddy
17_2,2019-04-01,Engineering,3.416,190,Apr,Q1,2019,Sangareddy
17_2,2019-04-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",8.3,60,Apr,Q1,2019,Sangareddy
14_4,2019-04-01,Granite and Stone Crushing,1.51,50,Apr,Q1,2019,Wanaparthy
22_2,2019-04-01,Paper and Printing,0.2,6,Apr,Q1,2019,Bhadradri Kothagudem
14_5,2019-04-01,Food Processing,0.92,20,Apr,Q1,2019,Narayanpet
22_2,2019-04-01,Beverages,0.06,3,Apr,Q1,2019,Bhadradri Kothagudem
22_2,2019-04-01,Agro based incl Cold Storages,0.165,4,Apr,Q1,2019,Bhadradri Kothagudem
20_2,2019-04-01,Engineering,0.2,2,Apr,Q1,2019,Jagtial
20_2,2019-04-01,Beverages,0.051,2,Apr,Q1,2019,Jagtial
20_2,2019-04-01,Agro based incl Cold Storages,0.17,6,Apr,Q1,2019,Jagtial
21_6,2019-04-01,Food Processing,2.0,25,Apr,Q1,2019,Mulugu
15_1,2019-04-01,Agro based incl Cold Storages,0.55,5,Apr,Q1,2019,Rangareddy
15_1,2019-04-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",3.8025,41,Apr,Q1,2019,Rangareddy
22_2,2019-04-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,6,Apr,Q1,2019,Bhadradri Kothagudem
23_3,2019-04-01,Plastic and Rubber,0.23,5,Apr,Q1,2019,Yadadri Bhuvanagiri
19_1,2019-04-01,Food Processing,0.098,7,Apr,Q1,2019,Adilabad
21_2,2019-04-01,Textiles,1.4239,16,Apr,Q1,2019,Warangal
18_1,2019-04-01,Pharmaceuticals and Chemicals,0.3,8,Apr,Q1,2019,Nizamabad
14_1,2019-04-01,Paper and Printing,14.4,305,Apr,Q1,2019,Mahabubnagar
21_2,2019-04-01,Food Processing,0.02,2,Apr,Q1,2019,Warangal
18_1,2019-04-01,Agro based incl Cold Storages,0.2,12,Apr,Q1,2019,Nizamabad
21_2,2019-04-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.6,16,Apr,Q1,2019,Warangal
21_2,2019-04-01,Agro based incl Cold Storages,0.1,0,Apr,Q1,2019,Warangal
18_1,2019-04-01,Engineering,0.06,4,Apr,Q1,2019,Nizamabad
21_2,2019-04-01,Engineering,0.22,0,Apr,Q1,2019,Warangal
17_3,2019-04-01,Food Processing,3.29,30,Apr,Q1,2019,Siddipet
21_2,2019-04-01,Granite and Stone Crushing,0.6,10,Apr,Q1,2019,Warangal
19_4,2019-05-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,4,May,Q1,2019,Kumurambheem Asifabad
15_3,2019-05-01,Others,2.0646,12,May,Q1,2019,Vikarabad
15_2,2019-05-01,Plastic and Rubber,4.822,46,May,Q1,2019,Medchal_Malkajgiri
15_3,2019-05-01,Granite and Stone Crushing,3.2832,29,May,Q1,2019,Vikarabad
15_3,2019-05-01,Food Processing,0.015,2,May,Q1,2019,Vikarabad
21_6,2019-05-01,Engineering,0.095,5,May,Q1,2019,Mulugu
21_6,2019-05-01,Beverages,0.07,2,May,Q1,2019,Mulugu
21_2,2019-05-01,Food Processing,4.4,102,May,Q1,2019,Warangal
21_2,2019-05-01,Granite and Stone Crushing,0.25,10,May,Q1,2019,Warangal
21_2,2019-05-01,Plastic and Rubber,0.1085,4,May,Q1,2019,Warangal
15_1,2019-05-01,Granite and Stone Crushing,1.1845,26,May,Q1,2019,Rangareddy
15_1,2019-05-01,Food Processing,27.0,316,May,Q1,2019,Rangareddy
15_2,2019-05-01,Pharmaceuticals and Chemicals,14.3966,176,May,Q1,2019,Medchal_Malkajgiri
15_2,2019-05-01,Food Processing,6.7715,337,May,Q1,2019,Medchal_Malkajgiri
15_2,2019-05-01,Others,1.0,100,May,Q1,2019,Medchal_Malkajgiri
15_2,2019-05-01,Engineering,63.6156,843,May,Q1,2019,Medchal_Malkajgiri
15_1,2019-05-01,Engineering,0.0,250,May,Q1,2019,Rangareddy
14_3,2019-05-01,Food Processing,0.63,8,May,Q1,2019,Nagarkurnool
15_1,2019-05-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.63,7,May,Q1,2019,Rangareddy
15_1,2019-05-01,Beverages,1.3,50,May,Q1,2019,Rangareddy
19_2,2019-05-01,Agro based incl Cold Storages,0.24,20,May,Q1,2019,Nirmal
15_2,2019-05-01,Electrical and Electronic Products,6.5559,67,May,Q1,2019,Medchal_Malkajgiri
21_2,2019-05-01,Textiles,9.5,200,May,Q1,2019,Warangal
20_2,2019-05-01,Granite and Stone Crushing,1.2444,25,May,Q1,2019,Jagtial
15_2,2019-05-01,Agro based incl Cold Storages,0.24,12,May,Q1,2019,Medchal_Malkajgiri
20_2,2019-05-01,Food Processing,11.6225,154,May,Q1,2019,Jagtial
20_2,2019-05-01,Engineering,0.16,5,May,Q1,2019,Jagtial
19_2,2019-05-01,Food Processing,0.0,2,May,Q1,2019,Nirmal
15_2,2019-05-01,Paper and Printing,4.68,24,May,Q1,2019,Medchal_Malkajgiri
15_1,2019-05-01,Plastic and Rubber,11.3063,58,May,Q1,2019,Rangareddy
15_1,2019-05-01,Textiles,2.63,100,May,Q1,2019,Rangareddy
15_3,2019-05-01,Pharmaceuticals and Chemicals,0.145,6,May,Q1,2019,Vikarabad
22_1,2019-05-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.25,10,May,Q1,2019,Khammam
22_1,2019-05-01,Engineering,0.39,7,May,Q1,2019,Khammam
21_2,2019-05-01,Agro based incl Cold Storages,0.2,6,May,Q1,2019,Warangal
21_2,2019-05-01,Engineering,0.02,2,May,Q1,2019,Warangal
21_3,2019-05-01,Agro based incl Cold Storages,0.47,10,May,Q1,2019,Jangoan
21_3,2019-05-01,Beverages,0.07,2,May,Q1,2019,Jangoan
22_1,2019-05-01,Agro based incl Cold Storages,0.145,5,May,Q1,2019,Khammam
21_3,2019-05-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.12,12,May,Q1,2019,Jangoan
22_1,2019-05-01,Granite and Stone Crushing,4.0194,76,May,Q1,2019,Khammam
21_3,2019-05-01,Food Processing,0.755,50,May,Q1,2019,Jangoan
21_3,2019-05-01,Granite and Stone Crushing,1.0208,10,May,Q1,2019,Jangoan
22_1,2019-05-01,Plastic and Rubber,0.2,9,May,Q1,2019,Khammam
17_1,2019-05-01,Pharmaceuticals and Chemicals,0.35,6,May,Q1,2019,Medak
17_1,2019-05-01,Plastic and Rubber,3.9153,12,May,Q1,2019,Medak
20_1,2019-05-01,Granite and Stone Crushing,3.131,30,May,Q1,2019,Karimnagar
18_2,2019-05-01,Food Processing,5.33,43,May,Q1,2019,Kamareddy
23_1,2019-05-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.835,20,May,Q1,2019,Nalgonda
23_1,2019-05-01,Food Processing,0.772,10,May,Q1,2019,Nalgonda
15_2,2019-05-01,R&D,0.352,10,May,Q1,2019,Medchal_Malkajgiri
19_2,2019-05-01,Textiles,0.17,10,May,Q1,2019,Nirmal
20_1,2019-05-01,Agro based incl Cold Storages,1.585,34,May,Q1,2019,Karimnagar
20_1,2019-05-01,Beverages,0.25,6,May,Q1,2019,Karimnagar
20_1,2019-05-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.35,14,May,Q1,2019,Karimnagar
15_3,2019-05-01,Solar and Other Renewable Energy,0.056,1,May,Q1,2019,Vikarabad
15_2,2019-05-01,"Real Estate,Industrial Parks and IT Buildings",55.5,300,May,Q1,2019,Medchal_Malkajgiri
15_2,2019-05-01,Textiles,0.15,8,May,Q1,2019,Medchal_Malkajgiri
15_2,2019-05-01,Wood and Leather,2.188,52,May,Q1,2019,Medchal_Malkajgiri
20_1,2019-05-01,Engineering,0.03,2,May,Q1,2019,Karimnagar
21_7,2019-05-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.414,18,May,Q1,2019,Jayashankar Bhupalpally
20_1,2019-05-01,Food Processing,0.6905,24,May,Q1,2019,Karimnagar
18_2,2019-05-01,Agro based incl Cold Storages,0.2,5,May,Q1,2019,Kamareddy
17_1,2019-05-01,Engineering,4.3902,35,May,Q1,2019,Medak
20_1,2019-05-01,Textiles,0.2491,4,May,Q1,2019,Karimnagar
15_1,2019-05-01,"Real Estate,Industrial Parks and IT Buildings",847.817,40250,May,Q1,2019,Rangareddy
21_5,2019-05-01,Agro based incl Cold Storages,0.275,9,May,Q1,2019,Mahabubabad
17_1,2019-05-01,Food Processing,0.25,16,May,Q1,2019,Medak
21_5,2019-05-01,Engineering,0.035,5,May,Q1,2019,Mahabubabad
21_5,2019-05-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.05,15,May,Q1,2019,Mahabubabad
18_1,2019-05-01,Engineering,0.021,3,May,Q1,2019,Nizamabad
18_1,2019-05-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.1575,4,May,Q1,2019,Nizamabad
14_1,2019-05-01,Pharmaceuticals and Chemicals,66.9,190,May,Q1,2019,Mahabubnagar
14_1,2019-05-01,Granite and Stone Crushing,0.0,1000,May,Q1,2019,Mahabubnagar
14_1,2019-05-01,Food Processing,3.78,90,May,Q1,2019,Mahabubnagar
14_1,2019-05-01,Electrical and Electronic Products,10.67,30,May,Q1,2019,Mahabubnagar
18_1,2019-05-01,Beverages,0.22,2,May,Q1,2019,Nizamabad
17_2,2019-05-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",4.692,40,May,Q1,2019,Sangareddy
17_3,2019-05-01,R&D,4.8,40,May,Q1,2019,Siddipet
17_3,2019-05-01,Granite and Stone Crushing,0.2,11,May,Q1,2019,Siddipet
20_4,2019-05-01,Granite and Stone Crushing,0.9284,18,May,Q1,2019,Peddapalli
23_3,2019-05-01,Engineering,1.864,15,May,Q1,2019,Yadadri Bhuvanagiri
17_2,2019-05-01,Granite and Stone Crushing,0.04,6,May,Q1,2019,Sangareddy
17_2,2019-05-01,Others,57.81,45,May,Q1,2019,Sangareddy
17_2,2019-05-01,Paper and Printing,0.43,8,May,Q1,2019,Sangareddy
17_2,2019-05-01,Pharmaceuticals and Chemicals,30.8268,1033,May,Q1,2019,Sangareddy
17_2,2019-05-01,Plastic and Rubber,0.24,0,May,Q1,2019,Sangareddy
17_2,2019-05-01,R&D,0.3,10,May,Q1,2019,Sangareddy
17_2,2019-05-01,Wood and Leather,0.75,10,May,Q1,2019,Sangareddy
23_3,2019-05-01,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",1.11,5,May,Q1,2019,Yadadri Bhuvanagiri
23_3,2019-05-01,Textiles,0.44,22,May,Q1,2019,Yadadri Bhuvanagiri
17_3,2019-05-01,Food Processing,35.21,120,May,Q1,2019,Siddipet
17_3,2019-05-01,Agro based incl Cold Storages,0.8362,58,May,Q1,2019,Siddipet
17_2,2019-05-01,Engineering,60.3915,895,May,Q1,2019,Sangareddy
18_1,2019-05-01,Others,0.515,8,May,Q1,2019,Nizamabad
18_1,2019-05-01,Food Processing,0.02,9,May,Q1,2019,Nizamabad
20_2,2019-05-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.906,22,May,Q1,2019,Jagtial
20_2,2019-05-01,Beverages,0.29,14,May,Q1,2019,Jagtial
19_3,2019-05-01,Food Processing,0.7104,17,May,Q1,2019,Mancherial
20_4,2019-05-01,Agro based incl Cold Storages,0.6925,19,May,Q1,2019,Peddapalli
20_4,2019-05-01,Beverages,0.1987,4,May,Q1,2019,Peddapalli
20_4,2019-05-01,Engineering,0.055,2,May,Q1,2019,Peddapalli
21_5,2019-05-01,Textiles,0.11,5,May,Q1,2019,Mahabubabad
21_5,2019-05-01,Pharmaceuticals and Chemicals,0.0275,5,May,Q1,2019,Mahabubabad
21_5,2019-05-01,Granite and Stone Crushing,0.52,15,May,Q1,2019,Mahabubabad
20_3,2019-05-01,Textiles,0.46,23,May,Q1,2019,Rajanna Sircilla
23_2,2019-05-01,Pharmaceuticals and Chemicals,15.5,0,May,Q1,2019,Suryapet
19_3,2019-05-01,Agro based incl Cold Storages,1.0,45,May,Q1,2019,Mancherial
22_2,2019-05-01,Paper and Printing,0.45,10,May,Q1,2019,Bhadradri Kothagudem
20_3,2019-05-01,Granite and Stone Crushing,1.25,46,May,Q1,2019,Rajanna Sircilla
20_3,2019-05-01,Food Processing,0.14,5,May,Q1,2019,Rajanna Sircilla
20_3,2019-05-01,Agro based incl Cold Storages,0.44,18,May,Q1,2019,Rajanna Sircilla
20_3,2019-05-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.21,8,May,Q1,2019,Rajanna Sircilla
22_2,2019-05-01,Beverages,0.08,4,May,Q1,2019,Bhadradri Kothagudem
20_2,2019-05-01,Agro based incl Cold Storages,1.141,14,May,Q1,2019,Jagtial
22_2,2019-05-01,Food Processing,0.08,6,May,Q1,2019,Bhadradri Kothagudem
20_2,2019-06-01,Agro based incl Cold Storages,0.5815,10,Jun,Q1,2019,Jagtial
15_3,2019-06-01,Granite and Stone Crushing,0.2308,15,Jun,Q1,2019,Vikarabad
19_3,2019-06-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.15,9,Jun,Q1,2019,Mancherial
23_3,2019-06-01,Food Processing,3.608,10,Jun,Q1,2019,Yadadri Bhuvanagiri
23_3,2019-06-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.92,25,Jun,Q1,2019,Yadadri Bhuvanagiri
19_2,2019-06-01,Food Processing,1.2,15,Jun,Q1,2019,Nirmal
19_2,2019-06-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.0,15,Jun,Q1,2019,Nirmal
21_5,2019-06-01,Wood and Leather,0.03,5,Jun,Q1,2019,Mahabubabad
21_5,2019-06-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.035,10,Jun,Q1,2019,Mahabubabad
15_2,2019-06-01,Granite and Stone Crushing,1.1,6,Jun,Q1,2019,Medchal_Malkajgiri
19_3,2019-06-01,Engineering,0.19,5,Jun,Q1,2019,Mancherial
20_2,2019-06-01,Beverages,0.165,6,Jun,Q1,2019,Jagtial
21_6,2019-06-01,Food Processing,0.868,10,Jun,Q1,2019,Mulugu
21_2,2019-06-01,Food Processing,0.05,2,Jun,Q1,2019,Warangal
15_1,2019-06-01,Textiles,0.235,0,Jun,Q1,2019,Rangareddy
15_1,2019-06-01,"Real Estate,Industrial Parks and IT Buildings",270.0,1410,Jun,Q1,2019,Rangareddy
15_1,2019-06-01,Plastic and Rubber,0.3545,8,Jun,Q1,2019,Rangareddy
15_1,2019-06-01,Others,0.7076,20,Jun,Q1,2019,Rangareddy
22_2,2019-06-01,Others,1.4197,0,Jun,Q1,2019,Bhadradri Kothagudem
22_2,2019-06-01,Food Processing,0.07,6,Jun,Q1,2019,Bhadradri Kothagudem
22_2,2019-06-01,Agro based incl Cold Storages,0.26,7,Jun,Q1,2019,Bhadradri Kothagudem
21_2,2019-06-01,Wood and Leather,0.5,10,Jun,Q1,2019,Warangal
15_1,2019-06-01,Food Processing,0.24,50,Jun,Q1,2019,Rangareddy
21_2,2019-06-01,Engineering,0.1415,4,Jun,Q1,2019,Warangal
14_4,2019-06-01,Food Processing,1.7,17,Jun,Q1,2019,Wanaparthy
15_1,2019-06-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.65,20,Jun,Q1,2019,Rangareddy
20_2,2019-06-01,Granite and Stone Crushing,0.245,12,Jun,Q1,2019,Jagtial
20_2,2019-06-01,Textiles,0.23,8,Jun,Q1,2019,Jagtial
23_3,2019-06-01,Wood and Leather,0.3,20,Jun,Q1,2019,Yadadri Bhuvanagiri
15_1,2019-06-01,Agro based incl Cold Storages,4.05,33,Jun,Q1,2019,Rangareddy
21_2,2019-06-01,Textiles,8.55,180,Jun,Q1,2019,Warangal
23_3,2019-06-01,Paper and Printing,0.15,20,Jun,Q1,2019,Yadadri Bhuvanagiri
20_2,2019-06-01,Engineering,0.07,4,Jun,Q1,2019,Jagtial
21_7,2019-06-01,Food Processing,0.8758,19,Jun,Q1,2019,Jayashankar Bhupalpally
15_1,2019-06-01,Engineering,1.2765,35,Jun,Q1,2019,Rangareddy
21_2,2019-06-01,Granite and Stone Crushing,3.01,23,Jun,Q1,2019,Warangal
21_5,2019-06-01,Agro based incl Cold Storages,0.035,5,Jun,Q1,2019,Mahabubabad
22_1,2019-06-01,Engineering,0.28,6,Jun,Q1,2019,Khammam
20_4,2019-06-01,Agro based incl Cold Storages,0.676,4,Jun,Q1,2019,Peddapalli
20_4,2019-06-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.21,8,Jun,Q1,2019,Peddapalli
20_4,2019-06-01,Engineering,0.057,4,Jun,Q1,2019,Peddapalli
20_4,2019-06-01,Others,316.759,28,Jun,Q1,2019,Peddapalli
22_1,2019-06-01,Agro based incl Cold Storages,0.8588,16,Jun,Q1,2019,Khammam
22_1,2019-06-01,Beverages,7.7049,0,Jun,Q1,2019,Khammam
22_1,2019-06-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2,5,Jun,Q1,2019,Khammam
17_3,2019-06-01,Wood and Leather,1.4711,50,Jun,Q1,2019,Siddipet
22_1,2019-06-01,Food Processing,0.1275,5,Jun,Q1,2019,Khammam
22_1,2019-06-01,Granite and Stone Crushing,0.6,9,Jun,Q1,2019,Khammam
20_3,2019-06-01,Textiles,0.25,10,Jun,Q1,2019,Rajanna Sircilla
20_3,2019-06-01,Engineering,0.31,10,Jun,Q1,2019,Rajanna Sircilla
23_2,2019-06-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",390.0,100,Jun,Q1,2019,Suryapet
20_3,2019-06-01,Agro based incl Cold Storages,0.695,28,Jun,Q1,2019,Rajanna Sircilla
22_1,2019-06-01,Others,1.29,15,Jun,Q1,2019,Khammam
22_1,2019-06-01,Paper and Printing,2.03,10,Jun,Q1,2019,Khammam
17_1,2019-06-01,Food Processing,2.0,50,Jun,Q1,2019,Medak
15_2,2019-06-01,Agro based incl Cold Storages,4.7188,15,Jun,Q1,2019,Medchal_Malkajgiri
15_2,2019-06-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.8048,35,Jun,Q1,2019,Medchal_Malkajgiri
15_2,2019-06-01,Wood and Leather,0.25,6,Jun,Q1,2019,Medchal_Malkajgiri
15_2,2019-06-01,R&D,1.9,20,Jun,Q1,2019,Medchal_Malkajgiri
14_1,2019-06-01,Pharmaceuticals and Chemicals,0.2475,8,Jun,Q1,2019,Mahabubnagar
14_1,2019-06-01,Plastic and Rubber,90.5231,200,Jun,Q1,2019,Mahabubnagar
18_1,2019-06-01,Agro based incl Cold Storages,0.18,2,Jun,Q1,2019,Nizamabad
18_1,2019-06-01,Engineering,0.3877,13,Jun,Q1,2019,Nizamabad
18_1,2019-06-01,Food Processing,0.03,1,Jun,Q1,2019,Nizamabad
18_1,2019-06-01,Paper and Printing,0.25,16,Jun,Q1,2019,Nizamabad
18_1,2019-06-01,Wood and Leather,0.03,2,Jun,Q1,2019,Nizamabad
15_2,2019-06-01,Paper and Printing,0.25,4,Jun,Q1,2019,Medchal_Malkajgiri
20_1,2019-06-01,Granite and Stone Crushing,3.4,82,Jun,Q1,2019,Karimnagar
15_2,2019-06-01,Pharmaceuticals and Chemicals,6.9074,79,Jun,Q1,2019,Medchal_Malkajgiri
15_2,2019-06-01,Food Processing,0.13,13,Jun,Q1,2019,Medchal_Malkajgiri
15_2,2019-06-01,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.25,10,Jun,Q1,2019,Medchal_Malkajgiri
15_2,2019-06-01,Engineering,7.5668,146,Jun,Q1,2019,Medchal_Malkajgiri
15_2,2019-06-01,Electrical and Electronic Products,4.8646,186,Jun,Q1,2019,Medchal_Malkajgiri
20_1,2019-06-01,Agro based incl Cold Storages,0.5718,10,Jun,Q1,2019,Karimnagar
20_1,2019-06-01,Beverages,0.64,15,Jun,Q1,2019,Karimnagar
20_1,2019-06-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.68,26,Jun,Q1,2019,Karimnagar
20_1,2019-06-01,Food Processing,0.832,23,Jun,Q1,2019,Karimnagar
15_2,2019-06-01,Plastic and Rubber,4.9015,108,Jun,Q1,2019,Medchal_Malkajgiri
