dist_code,month,sector,investment in cr,number_of_employees,Mmm,quarter,fiscal_year,district
21_3,2021-03-01,Agro based incl Cold Storages,0.536,13,Mar,Q4,2020,Jangoan
17_3,2021-03-01,Others,24.0,0,Mar,Q4,2020,Siddipet
17_3,2021-03-01,Food Processing,4.5,16,Mar,Q4,2020,Siddipet
22_1,2021-03-01,Agro based incl Cold Storages,0.6766,24,Mar,Q4,2020,Khammam
17_3,2021-03-01,Engineering,0.24,8,Mar,Q4,2020,Siddipet
17_3,2021-03-01,Agro based incl Cold Storages,1.115,19,Mar,Q4,2020,Siddipet
14_5,2021-03-01,Textiles,2.829,8,Mar,Q4,2020,Narayanpet
14_5,2021-03-01,Food Processing,3.465,15,Mar,Q4,2020,Narayanpet
22_1,2021-03-01,Beverages,0.045,2,Mar,Q4,2020,Khammam
23_1,2021-03-01,Plastic and Rubber,0.24,6,Mar,Q4,2020,Nalgonda
23_3,2021-03-01,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",0.5,9,Mar,Q4,2020,Yadadri Bhuvanagiri
22_1,2021-03-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.29,23,Mar,Q4,2020,Khammam
21_2,2021-03-01,Agro based incl Cold Storages,0.55,20,Mar,Q4,2020,Warangal
21_2,2021-03-01,Beverages,0.61,18,Mar,Q4,2020,Warangal
15_2,2021-03-01,Beverages,0.05,5,Mar,Q4,2020,Medchal_Malkajgiri
18_2,2021-03-01,Agro based incl Cold Storages,2.3326,46,Mar,Q4,2020,Kamareddy
17_2,2021-03-01,Food Processing,6.3711,120,Mar,Q4,2020,Sangareddy
18_2,2021-03-01,Engineering,0.01,2,Mar,Q4,2020,Kamareddy
14_3,2021-03-01,Engineering,0.55,8,Mar,Q4,2020,Nagarkurnool
14_3,2021-03-01,Food Processing,4.2575,34,Mar,Q4,2020,Nagarkurnool
20_3,2021-03-01,Agro based incl Cold Storages,1.755,64,Mar,Q4,2020,Rajanna Sircilla
20_3,2021-03-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.7475,40,Mar,Q4,2020,Rajanna Sircilla
20_3,2021-03-01,Engineering,0.125,5,Mar,Q4,2020,Rajanna Sircilla
20_3,2021-03-01,Food Processing,0.335,24,Mar,Q4,2020,Rajanna Sircilla
20_3,2021-03-01,Plastic and Rubber,0.16,5,Mar,Q4,2020,Rajanna Sircilla
20_3,2021-03-01,Textiles,0.25,8,Mar,Q4,2020,Rajanna Sircilla
15_2,2021-03-01,Food Processing,3.5465,350,Mar,Q4,2020,Medchal_Malkajgiri
15_2,2021-03-01,Granite and Stone Crushing,0.24,20,Mar,Q4,2020,Medchal_Malkajgiri
23_1,2021-03-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.35,9,Mar,Q4,2020,Nalgonda
18_2,2021-03-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.01,4,Mar,Q4,2020,Kamareddy
15_2,2021-03-01,Others,20.83,64,Mar,Q4,2020,Medchal_Malkajgiri
15_2,2021-03-01,Paper and Printing,34.3225,134,Mar,Q4,2020,Medchal_Malkajgiri
14_3,2021-03-01,Agro based incl Cold Storages,0.22,6,Mar,Q4,2020,Nagarkurnool
15_2,2021-03-01,Pharmaceuticals and Chemicals,1.82,14,Mar,Q4,2020,Medchal_Malkajgiri
15_2,2021-03-01,Plastic and Rubber,1.73,40,Mar,Q4,2020,Medchal_Malkajgiri
15_2,2021-03-01,R&D,133.065,365,Mar,Q4,2020,Medchal_Malkajgiri
15_2,2021-03-01,Wood and Leather,0.22,7,Mar,Q4,2020,Medchal_Malkajgiri
18_1,2021-03-01,Agro based incl Cold Storages,2.4942,43,Mar,Q4,2020,Nizamabad
14_2,2021-03-01,Textiles,0.4015,25,Mar,Q4,2020,Jogulamba Gadwal
18_1,2021-03-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.3012,15,Mar,Q4,2020,Nizamabad
18_1,2021-03-01,Food Processing,4.2257,56,Mar,Q4,2020,Nizamabad
18_2,2021-03-01,Food Processing,2.2255,20,Mar,Q4,2020,Kamareddy
18_2,2021-03-01,Pharmaceuticals and Chemicals,82.22,60,Mar,Q4,2020,Kamareddy
18_1,2021-03-01,Wood and Leather,0.544,11,Mar,Q4,2020,Nizamabad
15_2,2021-03-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.85,25,Mar,Q4,2020,Medchal_Malkajgiri
15_2,2021-03-01,Electrical and Electronic Products,1.7231,40,Mar,Q4,2020,Medchal_Malkajgiri
15_2,2021-03-01,Engineering,9.5619,289,Mar,Q4,2020,Medchal_Malkajgiri
18_1,2021-03-01,Paper and Printing,0.6858,12,Mar,Q4,2020,Nizamabad
17_2,2021-03-01,R&D,1.75,20,Mar,Q4,2020,Sangareddy
14_2,2021-03-01,Food Processing,0.25,20,Mar,Q4,2020,Jogulamba Gadwal
18_1,2021-03-01,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",1.15,50,Mar,Q4,2020,Nizamabad
20_4,2021-03-01,Food Processing,2.0649,53,Mar,Q4,2020,Peddapalli
17_2,2021-03-01,Plastic and Rubber,3.85,50,Mar,Q4,2020,Sangareddy
18_1,2021-03-01,Engineering,4.7012,71,Mar,Q4,2020,Nizamabad
20_2,2021-04-01,Beverages,0.086,2,Apr,Q1,2021,Jagtial
21_2,2021-04-01,Pharmaceuticals and Chemicals,0.1862,15,Apr,Q1,2021,Warangal
21_2,2021-04-01,Electrical and Electronic Products,1.4396,100,Apr,Q1,2021,Warangal
19_4,2021-04-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.34,17,Apr,Q1,2021,Kumurambheem Asifabad
20_2,2021-04-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.59,20,Apr,Q1,2021,Jagtial
21_2,2021-04-01,Engineering,0.56,29,Apr,Q1,2021,Warangal
21_2,2021-04-01,Food Processing,2.84,111,Apr,Q1,2021,Warangal
14_2,2021-04-01,Food Processing,0.141,3,Apr,Q1,2021,Jogulamba Gadwal
14_3,2021-04-01,Food Processing,1.108,10,Apr,Q1,2021,Nagarkurnool
15_3,2021-04-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,3,Apr,Q1,2021,Vikarabad
15_3,2021-04-01,Food Processing,0.16,12,Apr,Q1,2021,Vikarabad
20_2,2021-04-01,Agro based incl Cold Storages,1.8195,40,Apr,Q1,2021,Jagtial
14_3,2021-04-01,Agro based incl Cold Storages,0.3,6,Apr,Q1,2021,Nagarkurnool
14_3,2021-04-01,Paper and Printing,0.65,8,Apr,Q1,2021,Nagarkurnool
21_2,2021-04-01,Plastic and Rubber,0.2,8,Apr,Q1,2021,Warangal
15_3,2021-04-01,Granite and Stone Crushing,0.5035,30,Apr,Q1,2021,Vikarabad
15_3,2021-04-01,Wood and Leather,0.06,7,Apr,Q1,2021,Vikarabad
17_2,2021-04-01,Engineering,21.0891,302,Apr,Q1,2021,Sangareddy
17_2,2021-04-01,Food Processing,2.9528,26,Apr,Q1,2021,Sangareddy
17_2,2021-04-01,Others,8.135,80,Apr,Q1,2021,Sangareddy
17_2,2021-04-01,Pharmaceuticals and Chemicals,1.05,96,Apr,Q1,2021,Sangareddy
17_2,2021-04-01,Plastic and Rubber,934.8842,390,Apr,Q1,2021,Sangareddy
17_2,2021-04-01,R&D,31.3981,482,Apr,Q1,2021,Sangareddy
19_3,2021-04-01,Plastic and Rubber,0.51,22,Apr,Q1,2021,Mancherial
19_3,2021-04-01,Others,0.16,6,Apr,Q1,2021,Mancherial
19_3,2021-04-01,Food Processing,0.26,13,Apr,Q1,2021,Mancherial
19_3,2021-04-01,Engineering,0.035,1,Apr,Q1,2021,Mancherial
19_3,2021-04-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.7,34,Apr,Q1,2021,Mancherial
17_2,2021-04-01,Wood and Leather,3.1,54,Apr,Q1,2021,Sangareddy
20_2,2021-04-01,Engineering,0.381,12,Apr,Q1,2021,Jagtial
22_2,2021-04-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.44,26,Apr,Q1,2021,Bhadradri Kothagudem
22_1,2021-04-01,Granite and Stone Crushing,1.3,6,Apr,Q1,2021,Khammam
15_1,2021-04-01,Plastic and Rubber,27.998,59,Apr,Q1,2021,Rangareddy
17_2,2021-04-01,Electrical and Electronic Products,0.322,5,Apr,Q1,2021,Sangareddy
17_2,2021-04-01,Beverages,0.7,10,Apr,Q1,2021,Sangareddy
18_1,2021-04-01,Granite and Stone Crushing,0.24,8,Apr,Q1,2021,Nizamabad
18_1,2021-04-01,Food Processing,2.3982,25,Apr,Q1,2021,Nizamabad
18_1,2021-04-01,Engineering,0.74,11,Apr,Q1,2021,Nizamabad
15_1,2021-04-01,Pharmaceuticals and Chemicals,0.02,15,Apr,Q1,2021,Rangareddy
15_1,2021-04-01,Others,2.65,30,Apr,Q1,2021,Rangareddy
15_1,2021-04-01,Food Processing,5.24,40,Apr,Q1,2021,Rangareddy
21_5,2021-04-01,Agro based incl Cold Storages,0.162,4,Apr,Q1,2021,Mahabubabad
21_5,2021-04-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.2,10,Apr,Q1,2021,Mahabubabad
15_1,2021-04-01,Engineering,1.1011,45,Apr,Q1,2021,Rangareddy
14_5,2021-04-01,Textiles,7.564,50,Apr,Q1,2021,Narayanpet
21_6,2021-04-01,Agro based incl Cold Storages,0.22,10,Apr,Q1,2021,Mulugu
21_5,2021-04-01,Food Processing,1.2,25,Apr,Q1,2021,Mahabubabad
18_1,2021-04-01,Others,0.2,5,Apr,Q1,2021,Nizamabad
20_2,2021-04-01,Food Processing,1.2869,52,Apr,Q1,2021,Jagtial
20_1,2021-04-01,Food Processing,1.195,58,Apr,Q1,2021,Karimnagar
22_1,2021-04-01,Food Processing,3.35,25,Apr,Q1,2021,Khammam
23_3,2021-04-01,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",2.5,14,Apr,Q1,2021,Yadadri Bhuvanagiri
23_3,2021-04-01,Food Processing,0.6514,40,Apr,Q1,2021,Yadadri Bhuvanagiri
20_3,2021-04-01,Textiles,0.2025,10,Apr,Q1,2021,Rajanna Sircilla
20_3,2021-04-01,Plastic and Rubber,0.86,20,Apr,Q1,2021,Rajanna Sircilla
20_3,2021-04-01,Granite and Stone Crushing,0.25,10,Apr,Q1,2021,Rajanna Sircilla
20_3,2021-04-01,Food Processing,1.2722,27,Apr,Q1,2021,Rajanna Sircilla
20_3,2021-04-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.38,14,Apr,Q1,2021,Rajanna Sircilla
23_3,2021-04-01,Granite and Stone Crushing,6.25,29,Apr,Q1,2021,Yadadri Bhuvanagiri
23_3,2021-04-01,Paper and Printing,0.96,6,Apr,Q1,2021,Yadadri Bhuvanagiri
20_3,2021-04-01,Agro based incl Cold Storages,1.682,70,Apr,Q1,2021,Rajanna Sircilla
23_3,2021-04-01,Solar and Other Renewable Energy,1.12,40,Apr,Q1,2021,Yadadri Bhuvanagiri
21_7,2021-04-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.165,10,Apr,Q1,2021,Jayashankar Bhupalpally
23_1,2021-04-01,Food Processing,1.5,12,Apr,Q1,2021,Nalgonda
20_4,2021-04-01,Agro based incl Cold Storages,0.25,10,Apr,Q1,2021,Peddapalli
20_4,2021-04-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.559,26,Apr,Q1,2021,Peddapalli
20_4,2021-04-01,Engineering,0.28,11,Apr,Q1,2021,Peddapalli
23_1,2021-04-01,Granite and Stone Crushing,0.5,8,Apr,Q1,2021,Nalgonda
23_3,2021-04-01,Engineering,5.7044,69,Apr,Q1,2021,Yadadri Bhuvanagiri
20_2,2021-04-01,Pharmaceuticals and Chemicals,0.1,4,Apr,Q1,2021,Jagtial
23_1,2021-04-01,Engineering,10.59,115,Apr,Q1,2021,Nalgonda
23_1,2021-04-01,Agro based incl Cold Storages,2.35,47,Apr,Q1,2021,Nalgonda
22_1,2021-04-01,Beverages,0.04,2,Apr,Q1,2021,Khammam
22_1,2021-04-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.5125,25,Apr,Q1,2021,Khammam
22_1,2021-04-01,Engineering,0.38,10,Apr,Q1,2021,Khammam
17_3,2021-04-01,Food Processing,0.855,12,Apr,Q1,2021,Siddipet
21_3,2021-04-01,Food Processing,0.03,2,Apr,Q1,2021,Jangoan
21_3,2021-04-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.09,3,Apr,Q1,2021,Jangoan
21_3,2021-04-01,Beverages,0.035,1,Apr,Q1,2021,Jangoan
19_1,2021-04-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.3325,25,Apr,Q1,2021,Adilabad
19_1,2021-04-01,Beverages,0.18,4,Apr,Q1,2021,Adilabad
21_3,2021-04-01,Agro based incl Cold Storages,0.93,12,Apr,Q1,2021,Jangoan
23_3,2021-04-01,Agro based incl Cold Storages,0.14,3,Apr,Q1,2021,Yadadri Bhuvanagiri
23_3,2021-04-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.241,8,Apr,Q1,2021,Yadadri Bhuvanagiri
17_1,2021-04-01,Pharmaceuticals and Chemicals,1.4092,8,Apr,Q1,2021,Medak
17_1,2021-04-01,Paper and Printing,0.25,15,Apr,Q1,2021,Medak
17_1,2021-04-01,Engineering,0.879,6,Apr,Q1,2021,Medak
17_3,2021-04-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.71,17,Apr,Q1,2021,Siddipet
17_3,2021-04-01,Agro based incl Cold Storages,1.0223,21,Apr,Q1,2021,Siddipet
23_1,2021-04-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.115,6,Apr,Q1,2021,Nalgonda
19_2,2021-04-01,Automobile,0.25,8,Apr,Q1,2021,Nirmal
15_2,2021-04-01,Agro based incl Cold Storages,0.22,1,Apr,Q1,2021,Medchal_Malkajgiri
19_2,2021-04-01,Engineering,0.04,4,Apr,Q1,2021,Nirmal
19_2,2021-04-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,3,Apr,Q1,2021,Nirmal
14_1,2021-04-01,Food Processing,3.1302,115,Apr,Q1,2021,Mahabubnagar
17_1,2021-04-01,Beverages,3.0,20,Apr,Q1,2021,Medak
20_2,2021-04-01,Wood and Leather,0.132,2,Apr,Q1,2021,Jagtial
18_2,2021-04-01,Wood and Leather,0.07,3,Apr,Q1,2021,Kamareddy
18_2,2021-04-01,Food Processing,1.4,10,Apr,Q1,2021,Kamareddy
18_2,2021-04-01,Agro based incl Cold Storages,0.18,5,Apr,Q1,2021,Kamareddy
20_1,2021-04-01,Granite and Stone Crushing,10.6343,204,Apr,Q1,2021,Karimnagar
21_2,2021-04-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",2.592,30,Apr,Q1,2021,Warangal
20_1,2021-04-01,Engineering,0.2725,11,Apr,Q1,2021,Karimnagar
20_1,2021-04-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.57,25,Apr,Q1,2021,Karimnagar
20_1,2021-04-01,Agro based incl Cold Storages,1.605,59,Apr,Q1,2021,Karimnagar
14_4,2021-04-01,Others,0.57,15,Apr,Q1,2021,Wanaparthy
14_2,2021-04-01,Textiles,1.25,10,Apr,Q1,2021,Jogulamba Gadwal
14_2,2021-04-01,Plastic and Rubber,0.3994,9,Apr,Q1,2021,Jogulamba Gadwal
16_1,2021-04-01,Engineering,0.24,20,Apr,Q1,2021,Hyderabad
22_1,2021-04-01,Agro based incl Cold Storages,2.1534,31,Apr,Q1,2021,Khammam
17_1,2021-04-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",5.01,15,Apr,Q1,2021,Medak
17_1,2021-04-01,Electrical and Electronic Products,5.0455,15,Apr,Q1,2021,Medak
21_2,2021-04-01,Agro based incl Cold Storages,0.464,2,Apr,Q1,2021,Warangal
15_2,2021-04-01,Engineering,35.9248,290,Apr,Q1,2021,Medchal_Malkajgiri
19_2,2021-04-01,Food Processing,0.16,8,Apr,Q1,2021,Nirmal
20_4,2021-04-01,Food Processing,4.9072,51,Apr,Q1,2021,Peddapalli
23_2,2021-04-01,Agro based incl Cold Storages,1.0086,2,Apr,Q1,2021,Suryapet
15_2,2021-04-01,R&D,77.54,452,Apr,Q1,2021,Medchal_Malkajgiri
15_2,2021-04-01,Plastic and Rubber,6.64,53,Apr,Q1,2021,Medchal_Malkajgiri
15_2,2021-04-01,Pharmaceuticals and Chemicals,9.4134,89,Apr,Q1,2021,Medchal_Malkajgiri
23_2,2021-04-01,Food Processing,0.3208,10,Apr,Q1,2021,Suryapet
23_2,2021-04-01,Wood and Leather,0.08,8,Apr,Q1,2021,Suryapet
15_2,2021-04-01,Paper and Printing,0.5,14,Apr,Q1,2021,Medchal_Malkajgiri
15_2,2021-04-01,Food Processing,10.9524,300,Apr,Q1,2021,Medchal_Malkajgiri
15_2,2021-04-01,Electrical and Electronic Products,9.23,370,Apr,Q1,2021,Medchal_Malkajgiri
15_2,2021-04-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",4.25,50,Apr,Q1,2021,Medchal_Malkajgiri
21_3,2021-05-01,Food Processing,1.085,9,May,Q1,2021,Jangoan
17_1,2021-05-01,Agro based incl Cold Storages,0.9,15,May,Q1,2021,Medak
17_2,2021-05-01,R&D,37.71,220,May,Q1,2021,Sangareddy
19_3,2021-05-01,Agro based incl Cold Storages,0.05,2,May,Q1,2021,Mancherial
17_2,2021-05-01,Plastic and Rubber,0.245,10,May,Q1,2021,Sangareddy
21_3,2021-05-01,Electrical and Electronic Products,1.21,9,May,Q1,2021,Jangoan
19_3,2021-05-01,Plastic and Rubber,0.7975,10,May,Q1,2021,Mancherial
19_3,2021-05-01,Food Processing,0.1,5,May,Q1,2021,Mancherial
17_1,2021-05-01,Pharmaceuticals and Chemicals,6.5,100,May,Q1,2021,Medak
17_1,2021-05-01,Food Processing,1.65,18,May,Q1,2021,Medak
15_1,2021-05-01,Wood and Leather,0.24,70,May,Q1,2021,Rangareddy
19_3,2021-05-01,Beverages,0.12,4,May,Q1,2021,Mancherial
15_2,2021-05-01,Wood and Leather,0.38,7,May,Q1,2021,Medchal_Malkajgiri
21_7,2021-05-01,Granite and Stone Crushing,0.351,6,May,Q1,2021,Jayashankar Bhupalpally
20_1,2021-05-01,Granite and Stone Crushing,2.7326,80,May,Q1,2021,Karimnagar
20_1,2021-05-01,Food Processing,0.25,10,May,Q1,2021,Karimnagar
20_1,2021-05-01,Engineering,0.5116,21,May,Q1,2021,Karimnagar
20_1,2021-05-01,Agro based incl Cold Storages,0.25,11,May,Q1,2021,Karimnagar
19_4,2021-05-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.4,20,May,Q1,2021,Kumurambheem Asifabad
17_3,2021-05-01,Agro based incl Cold Storages,1.335,26,May,Q1,2021,Siddipet
16_1,2021-05-01,Engineering,0.24,80,May,Q1,2021,Hyderabad
21_2,2021-05-01,Agro based incl Cold Storages,1.52,8,May,Q1,2021,Warangal
21_2,2021-05-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.461,22,May,Q1,2021,Warangal
21_2,2021-05-01,Engineering,0.21,15,May,Q1,2021,Warangal
21_2,2021-05-01,Food Processing,0.2545,6,May,Q1,2021,Warangal
21_2,2021-05-01,Plastic and Rubber,1.055,18,May,Q1,2021,Warangal
14_1,2021-05-01,Plastic and Rubber,1.99,40,May,Q1,2021,Mahabubnagar
14_1,2021-05-01,Agro based incl Cold Storages,1.8691,42,May,Q1,2021,Mahabubnagar
14_3,2021-05-01,Agro based incl Cold Storages,0.2524,4,May,Q1,2021,Nagarkurnool
14_3,2021-05-01,Food Processing,0.9975,12,May,Q1,2021,Nagarkurnool
14_3,2021-05-01,Textiles,15.793,40,May,Q1,2021,Nagarkurnool
17_3,2021-05-01,Engineering,0.245,6,May,Q1,2021,Siddipet
21_3,2021-05-01,Agro based incl Cold Storages,0.71,14,May,Q1,2021,Jangoan
17_3,2021-05-01,Food Processing,5.6998,24,May,Q1,2021,Siddipet
17_3,2021-05-01,Pharmaceuticals and Chemicals,58.8147,400,May,Q1,2021,Siddipet
21_7,2021-05-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.0125,8,May,Q1,2021,Jayashankar Bhupalpally
15_3,2021-05-01,Engineering,0.2,9,May,Q1,2021,Vikarabad
15_3,2021-05-01,Food Processing,0.234,9,May,Q1,2021,Vikarabad
15_3,2021-05-01,Granite and Stone Crushing,0.1155,7,May,Q1,2021,Vikarabad
15_3,2021-05-01,Others,3.344,25,May,Q1,2021,Vikarabad
15_3,2021-05-01,Pharmaceuticals and Chemicals,28.0,300,May,Q1,2021,Vikarabad
15_3,2021-05-01,Wood and Leather,0.08,4,May,Q1,2021,Vikarabad
23_2,2021-05-01,Agro based incl Cold Storages,0.12,3,May,Q1,2021,Suryapet
23_2,2021-05-01,Engineering,0.07,5,May,Q1,2021,Suryapet
23_2,2021-05-01,Food Processing,4.0,15,May,Q1,2021,Suryapet
22_1,2021-05-01,Agro based incl Cold Storages,0.7144,20,May,Q1,2021,Khammam
22_1,2021-05-01,Beverages,0.06,2,May,Q1,2021,Khammam
22_1,2021-05-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.32,12,May,Q1,2021,Khammam
22_1,2021-05-01,Food Processing,0.2,8,May,Q1,2021,Khammam
22_1,2021-05-01,Others,0.25,6,May,Q1,2021,Khammam
14_5,2021-05-01,Food Processing,0.67,10,May,Q1,2021,Narayanpet
20_1,2021-05-01,Plastic and Rubber,0.225,6,May,Q1,2021,Karimnagar
20_1,2021-05-01,Pharmaceuticals and Chemicals,0.23,8,May,Q1,2021,Karimnagar
15_1,2021-05-01,Plastic and Rubber,13.2397,84,May,Q1,2021,Rangareddy
15_2,2021-05-01,Paper and Printing,1.517,21,May,Q1,2021,Medchal_Malkajgiri
15_1,2021-05-01,Beverages,8.3581,133,May,Q1,2021,Rangareddy
23_3,2021-05-01,Pharmaceuticals and Chemicals,0.4,13,May,Q1,2021,Yadadri Bhuvanagiri
23_3,2021-05-01,Food Processing,0.2,4,May,Q1,2021,Yadadri Bhuvanagiri
19_2,2021-05-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.08,3,May,Q1,2021,Nirmal
19_2,2021-05-01,Food Processing,0.23,6,May,Q1,2021,Nirmal
23_1,2021-05-01,Granite and Stone Crushing,0.25,4,May,Q1,2021,Nalgonda
15_1,2021-05-01,Pharmaceuticals and Chemicals,0.75,6,May,Q1,2021,Rangareddy
15_1,2021-05-01,Paper and Printing,0.18,5,May,Q1,2021,Rangareddy
15_1,2021-05-01,Others,1.0175,30,May,Q1,2021,Rangareddy
23_3,2021-05-01,"Fertlizers Organic and Inorganic,Pesticides,Insecticides, and Other Related",2.0,9,May,Q1,2021,Yadadri Bhuvanagiri
23_3,2021-05-01,Engineering,4.2,40,May,Q1,2021,Yadadri Bhuvanagiri
15_1,2021-05-01,Food Processing,0.96,15,May,Q1,2021,Rangareddy
23_1,2021-05-01,Food Processing,45.0027,12,May,Q1,2021,Nalgonda
15_1,2021-05-01,Engineering,1.77,52,May,Q1,2021,Rangareddy
15_1,2021-05-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.22,9,May,Q1,2021,Rangareddy
17_2,2021-05-01,Beverages,1.4909,42,May,Q1,2021,Sangareddy
23_1,2021-05-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.05,4,May,Q1,2021,Nalgonda
20_4,2021-05-01,Agro based incl Cold Storages,0.14,2,May,Q1,2021,Peddapalli
23_1,2021-05-01,Beverages,0.0281,2,May,Q1,2021,Nalgonda
23_1,2021-05-01,Agro based incl Cold Storages,0.36,8,May,Q1,2021,Nalgonda
18_1,2021-05-01,Agro based incl Cold Storages,1.5812,5,May,Q1,2021,Nizamabad
18_1,2021-05-01,Engineering,0.05,5,May,Q1,2021,Nizamabad
18_1,2021-05-01,Pharmaceuticals and Chemicals,0.1,4,May,Q1,2021,Nizamabad
22_2,2021-05-01,Engineering,0.18,4,May,Q1,2021,Bhadradri Kothagudem
15_1,2021-05-01,Agro based incl Cold Storages,5.0,5,May,Q1,2021,Rangareddy
22_2,2021-05-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.22,6,May,Q1,2021,Bhadradri Kothagudem
21_5,2021-05-01,Food Processing,0.085,4,May,Q1,2021,Mahabubabad
21_5,2021-05-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.06,5,May,Q1,2021,Mahabubabad
21_5,2021-05-01,Beverages,0.06,3,May,Q1,2021,Mahabubabad
21_5,2021-05-01,Agro based incl Cold Storages,2.475,28,May,Q1,2021,Mahabubabad
20_2,2021-05-01,Granite and Stone Crushing,0.7,15,May,Q1,2021,Jagtial
20_4,2021-05-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.33,20,May,Q1,2021,Peddapalli
20_2,2021-05-01,Paper and Printing,0.05,4,May,Q1,2021,Jagtial
17_2,2021-05-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.35,28,May,Q1,2021,Sangareddy
15_2,2021-05-01,Pharmaceuticals and Chemicals,10.9294,59,May,Q1,2021,Medchal_Malkajgiri
15_2,2021-05-01,Engineering,5.9098,164,May,Q1,2021,Medchal_Malkajgiri
14_2,2021-05-01,Food Processing,2.955,60,May,Q1,2021,Jogulamba Gadwal
20_3,2021-05-01,Agro based incl Cold Storages,2.3475,69,May,Q1,2021,Rajanna Sircilla
20_3,2021-05-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",0.205,6,May,Q1,2021,Rajanna Sircilla
20_3,2021-05-01,Food Processing,0.49,20,May,Q1,2021,Rajanna Sircilla
15_2,2021-05-01,Food Processing,0.7,35,May,Q1,2021,Medchal_Malkajgiri
19_1,2021-05-01,Food Processing,0.035,1,May,Q1,2021,Adilabad
18_2,2021-05-01,Agro based incl Cold Storages,0.545,17,May,Q1,2021,Kamareddy
17_2,2021-05-01,Pharmaceuticals and Chemicals,6.09,58,May,Q1,2021,Sangareddy
17_2,2021-05-01,Others,8.75,150,May,Q1,2021,Sangareddy
17_2,2021-05-01,Granite and Stone Crushing,0.25,5,May,Q1,2021,Sangareddy
17_2,2021-05-01,Food Processing,10.52,231,May,Q1,2021,Sangareddy
15_2,2021-05-01,Electrical and Electronic Products,3.815,90,May,Q1,2021,Medchal_Malkajgiri
15_2,2021-05-01,"Cement, Cement & Concrete Products, Fly Ash Bricks",1.82,34,May,Q1,2021,Medchal_Malkajgiri
17_2,2021-05-01,Engineering,38.3448,341,May,Q1,2021,Sangareddy
20_2,2021-05-01,Agro based incl Cold Storages,1.4715,26,May,Q1,2021,Jagtial
20_2,2021-05-01,Beverages,0.091,2,May,Q1,2021,Jagtial
17_2,2021-05-01,Electrical and Electronic Products,2.7263,40,May,Q1,2021,Sangareddy
20_2,2021-05-01,Engineering,0.311,8,May,Q1,2021,Jagtial
20_2,2021-05-01,Food Processing,2.9335,38,May,Q1,2021,Jagtial
15_2,2021-05-01,R&D,74.9,0,May,Q1,2021,Medchal_Malkajgiri
15_2,2021-05-01,Plastic and Rubber,1.73,44,May,Q1,2021,Medchal_Malkajgiri
20_1,2021-06-01,Food Processing,0.465,22,Jun,Q1,2021,Karimnagar
20_1,2021-06-01,Engineering,0.47,15,Jun,Q1,2021,Karimnagar
20_1,2021-06-01,Granite and Stone Crushing,4.6933,102,Jun,Q1,2021,Karimnagar
21_3,2021-06-01,Agro based incl Cold Storages,0.6713,16,Jun,Q1,2021,Jangoan
20_1,2021-06-01,Agro based incl Cold Storages,0.9,23,Jun,Q1,2021,Karimnagar
14_5,2021-06-01,Plastic and Rubber,0.2253,8,Jun,Q1,2021,Narayanpet
