dist_code,month,documents_registered_cnt,documents_registered_rev,estamps_challans_cnt,estamps_challans_rev,Mmm,quarter,fiscal_year,district
23_3,2020-06-01,6348,100788159,0,0,Jun,Q1,2020,Yadadri Bhuvanagiri
20_3,2020-06-01,2484,23699624,0,0,Jun,Q1,2020,Rajanna Sircilla
19_4,2020-06-01,686,6728775,0,0,Jun,Q1,2020,Kumurambheem Asifabad
21_2,2020-06-01,1668,20612845,0,0,Jun,Q1,2020,Warangal
18_1,2020-06-01,5664,65634582,0,0,Jun,Q1,2020,Nizamabad
21_3,2020-07-01,2626,24846073,0,0,Jul,Q2,2020,Jangoan
19_2,2020-07-01,2401,19753266,0,0,Jul,Q2,2020,Nirmal
20_1,2020-07-01,3589,56763680,0,0,Jul,Q2,2020,Karimnagar
20_2,2020-07-01,2287,31524458,0,0,Jul,Q2,2020,Jagtial
18_1,2020-07-01,4970,62997902,0,0,Jul,Q2,2020,Nizamabad
23_1,2020-07-01,8091,200034404,0,0,Jul,Q2,2020,Nalgonda
14_2,2020-07-01,2691,17486266,0,0,Jul,Q2,2020,Jogulamba Gadwal
22_1,2020-07-01,7769,81707214,0,0,Jul,Q2,2020,Khammam
21_6,2020-07-01,1014,8359419,0,0,Jul,Q2,2020,Mulugu
14_5,2020-07-01,2482,17181168,0,0,Jul,Q2,2020,Narayanpet
23_3,2020-07-01,6403,81409172,0,0,Jul,Q2,2020,Yadadri Bhuvanagiri
19_3,2020-07-01,1974,28755915,0,0,Jul,Q2,2020,Mancherial
15_1,2020-07-01,15985,1145364702,0,0,Jul,Q2,2020,Rangareddy
19_4,2020-07-01,606,5562265,0,0,Jul,Q2,2020,Kumurambheem Asifabad
17_3,2020-07-01,5047,43355386,0,0,Jul,Q2,2020,Siddipet
18_2,2020-07-01,3520,24758355,0,0,Jul,Q2,2020,Kamareddy
14_3,2020-07-01,4192,21883871,0,0,Jul,Q2,2020,Nagarkurnool
19_1,2020-07-01,1519,17391525,0,0,Jul,Q2,2020,Adilabad
21_2,2020-07-01,1553,19450450,0,0,Jul,Q2,2020,Warangal
14_4,2020-07-01,2421,14314199,0,0,Jul,Q2,2020,Wanaparthy
17_2,2020-07-01,7812,267403842,0,0,Jul,Q2,2020,Sangareddy
20_3,2020-07-01,2264,19409973,0,0,Jul,Q2,2020,Rajanna Sircilla
17_1,2020-07-01,3219,27351650,0,0,Jul,Q2,2020,Medak
22_2,2020-07-01,1050,12263135,0,0,Jul,Q2,2020,Bhadradri Kothagudem
15_2,2020-07-01,8779,779130964,0,0,Jul,Q2,2020,Medchal_Malkajgiri
23_2,2020-07-01,4253,45734277,0,0,Jul,Q2,2020,Suryapet
21_5,2020-07-01,2127,21774457,0,0,Jul,Q2,2020,Mahabubabad
20_4,2020-07-01,2008,43776827,0,0,Jul,Q2,2020,Peddapalli
14_1,2020-07-01,3696,47677705,0,0,Jul,Q2,2020,Mahabubnagar
16_1,2020-07-01,3586,444890171,0,0,Jul,Q2,2020,Hyderabad
15_3,2020-07-01,2065,18569435,0,0,Jul,Q2,2020,Vikarabad
21_1,2020-07-01,4673,140883295,0,0,Jul,Q2,2020,Hanumakonda
21_5,2020-08-01,1368,14192658,0,0,Aug,Q2,2020,Mahabubabad
15_3,2020-08-01,2101,20456003,0,0,Aug,Q2,2020,Vikarabad
23_2,2020-08-01,2927,37165592,0,0,Aug,Q2,2020,Suryapet
19_4,2020-08-01,323,4543905,0,0,Aug,Q2,2020,Kumurambheem Asifabad
20_4,2020-08-01,1587,24123858,0,0,Aug,Q2,2020,Peddapalli
18_2,2020-08-01,2645,19678104,0,0,Aug,Q2,2020,Kamareddy
22_1,2020-08-01,5690,56367917,0,0,Aug,Q2,2020,Khammam
20_3,2020-08-01,2138,17423399,0,0,Aug,Q2,2020,Rajanna Sircilla
17_1,2020-08-01,1743,14686219,0,0,Aug,Q2,2020,Medak
19_2,2020-08-01,1642,15773984,0,0,Aug,Q2,2020,Nirmal
15_2,2020-08-01,8852,748218717,0,0,Aug,Q2,2020,Medchal_Malkajgiri
15_1,2020-08-01,15826,1466457963,0,0,Aug,Q2,2020,Rangareddy
21_6,2020-08-01,554,5236969,0,0,Aug,Q2,2020,Mulugu
14_3,2020-08-01,3523,20052643,0,0,Aug,Q2,2020,Nagarkurnool
20_1,2020-08-01,3544,61381830,0,0,Aug,Q2,2020,Karimnagar
21_3,2020-08-01,1943,20663415,0,0,Aug,Q2,2020,Jangoan
14_2,2020-08-01,2045,17556449,0,0,Aug,Q2,2020,Jogulamba Gadwal
18_1,2020-08-01,5299,66790432,0,0,Aug,Q2,2020,Nizamabad
23_1,2020-08-01,5610,106279664,0,0,Aug,Q2,2020,Nalgonda
14_1,2020-08-01,2895,41587078,0,0,Aug,Q2,2020,Mahabubnagar
23_3,2020-08-01,4865,78393418,0,0,Aug,Q2,2020,Yadadri Bhuvanagiri
14_5,2020-08-01,1843,9868395,0,0,Aug,Q2,2020,Narayanpet
22_2,2020-08-01,505,10083170,0,0,Aug,Q2,2020,Bhadradri Kothagudem
21_1,2020-08-01,3586,100402366,0,0,Aug,Q2,2020,Hanumakonda
14_4,2020-08-01,2953,17381103,0,0,Aug,Q2,2020,Wanaparthy
19_3,2020-08-01,1541,24322890,0,0,Aug,Q2,2020,Mancherial
17_3,2020-08-01,3122,27329996,0,0,Aug,Q2,2020,Siddipet
20_2,2020-08-01,1678,19612368,0,0,Aug,Q2,2020,Jagtial
21_2,2020-08-01,1135,13378751,0,0,Aug,Q2,2020,Warangal
16_1,2020-08-01,3380,448254114,0,0,Aug,Q2,2020,Hyderabad
17_2,2020-08-01,6556,271109530,0,0,Aug,Q2,2020,Sangareddy
19_1,2020-08-01,1050,15949571,0,0,Aug,Q2,2020,Adilabad
16_1,2020-09-01,743,89569247,0,0,Sep,Q2,2020,Hyderabad
18_2,2020-09-01,870,4818945,0,0,Sep,Q2,2020,Kamareddy
19_3,2020-09-01,323,7613005,0,0,Sep,Q2,2020,Mancherial
21_2,2020-09-01,279,2818601,0,0,Sep,Q2,2020,Warangal
15_2,2020-09-01,1492,159247135,0,0,Sep,Q2,2020,Medchal_Malkajgiri
19_2,2020-09-01,283,2307720,0,0,Sep,Q2,2020,Nirmal
23_3,2020-09-01,734,14760342,0,0,Sep,Q2,2020,Yadadri Bhuvanagiri
19_4,2020-09-01,59,471595,0,0,Sep,Q2,2020,Kumurambheem Asifabad
20_4,2020-09-01,442,5707537,0,0,Sep,Q2,2020,Peddapalli
22_2,2020-09-01,412,4692187,0,0,Sep,Q2,2020,Bhadradri Kothagudem
15_3,2020-09-01,388,3980640,0,0,Sep,Q2,2020,Vikarabad
21_5,2020-09-01,284,3757007,0,0,Sep,Q2,2020,Mahabubabad
14_3,2020-09-01,598,2473585,0,0,Sep,Q2,2020,Nagarkurnool
14_1,2020-09-01,545,5525051,0,0,Sep,Q2,2020,Mahabubnagar
22_1,2020-09-01,1233,18346350,0,0,Sep,Q2,2020,Khammam
14_4,2020-09-01,404,1399025,0,0,Sep,Q2,2020,Wanaparthy
18_1,2020-09-01,1398,12833431,0,0,Sep,Q2,2020,Nizamabad
21_1,2020-09-01,895,23888325,0,0,Sep,Q2,2020,Hanumakonda
19_1,2020-09-01,210,3107344,0,0,Sep,Q2,2020,Adilabad
20_3,2020-09-01,410,3532090,0,0,Sep,Q2,2020,Rajanna Sircilla
17_3,2020-09-01,940,5839828,0,0,Sep,Q2,2020,Siddipet
17_2,2020-09-01,1410,86920303,0,0,Sep,Q2,2020,Sangareddy
21_3,2020-09-01,476,4925129,0,0,Sep,Q2,2020,Jangoan
21_6,2020-09-01,389,1957570,0,0,Sep,Q2,2020,Mulugu
20_2,2020-09-01,739,6131140,0,0,Sep,Q2,2020,Jagtial
23_2,2020-09-01,738,8754881,0,0,Sep,Q2,2020,Suryapet
17_1,2020-09-01,377,3690710,0,0,Sep,Q2,2020,Medak
15_1,2020-09-01,3140,378347267,0,0,Sep,Q2,2020,Rangareddy
14_2,2020-09-01,350,3198273,0,0,Sep,Q2,2020,Jogulamba Gadwal
23_1,2020-09-01,1281,13842466,0,0,Sep,Q2,2020,Nalgonda
20_1,2020-09-01,839,16567580,0,0,Sep,Q2,2020,Karimnagar
14_5,2020-09-01,574,3192380,0,0,Sep,Q2,2020,Narayanpet
23_1,2020-10-01,8,8800,0,0,Oct,Q3,2020,Nalgonda
20_3,2020-10-01,4,4400,0,0,Oct,Q3,2020,Rajanna Sircilla
20_4,2020-10-01,0,0,0,0,Oct,Q3,2020,Peddapalli
15_1,2020-10-01,77,84800,0,0,Oct,Q3,2020,Rangareddy
21_2,2020-10-01,1,1100,0,0,Oct,Q3,2020,Warangal
14_3,2020-10-01,0,0,0,0,Oct,Q3,2020,Nagarkurnool
18_1,2020-10-01,5,5500,0,0,Oct,Q3,2020,Nizamabad
